Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
bf0740dd-2019-30d3-9198-027b6326c1c0,5d961818-3488-3e1d-b5a4-92ee9be19693,Vallie Ferry,F,GENERAL PRACTICE,758 MAIN ST,GARDENDALE,AL,35071-2696,33.693391,-86.806738,43
26d82460-bead-3819-984c-460b2dde9294,ad4190a1-fe4d-35d2-81f7-47635d9ba570,Len Wiegand,M,GENERAL PRACTICE,110 23RD ST NW,FAYETTE,AL,35555-1001,33.638038,-87.843653,31
f5bd5463-7adb-3fa5-b4c5-617f5d69dc34,95e016be-78e3-3f02-a6ee-691d83693735,Jodee Raynor,F,GENERAL PRACTICE,4709 WOODMERE BLVD,MONTGOMERY,AL,36106-3078,32.378646999999994,-86.297411,55
12b83952-8057-30d0-b5b8-a8cdf656c007,785aad40-5a5b-377a-960d-622082fbc140,Alix Goldner,F,GENERAL PRACTICE,6869 5TH S AVE,BRIMINGHAM,AL,35212-1866,33.527444,-86.799047,62
402f3f25-d0bf-37dd-9b78-0dca3bedff1e,a80e7bdd-c2b2-3016-9879-da62458359b3,Samual Reynolds,M,GENERAL PRACTICE,775 2ND ST,HELENA,AL,35080-3209,33.285635,-86.874488,85
40b9573d-3ba4-305b-8f64-a7be748c469d,e9c544b3-3bc5-3193-a898-066599a4c675,Reid Stark,M,GENERAL PRACTICE,339 WALKER CHAPEL PLZ,FULTONDALE,AL,35068-3401,33.617647999999996,-86.801594,45
9ec13420-1117-3b28-b55a-f5d1cee6be13,8c2b806a-6a89-3117-b564-2d3051c86c39,Owen Hilll,M,GENERAL PRACTICE,3004 ALLISON BONNETT MEMORIAL DR,HUEYTOWN,AL,35023-2317,33.421566999999996,-87.014251,40
22913283-d545-3b50-8d33-7c59f911a2d4,119fd6aa-15c0-3331-96b4-ccffd6991e14,Issac Howe,M,GENERAL PRACTICE,1653 TEMPLE AVE N,FAYETTE,AL,35555-1314,33.638038,-87.843653,9
3d50c60d-c9d4-3742-ab3c-520c3ceab0a4,ca45ba46-851e-3e48-a4d6-8128905966e2,Layla Wisozk,F,GENERAL PRACTICE,424 S WILSON AVE,PRICHARD,AL,36610-3910,30.773095,-88.130721,47
09abb9d5-bd4b-32ac-8769-7ab1e275a11f,c366d3bb-cd5e-33fb-b20c-c13612552b60,Matilde Schmeler,F,GENERAL PRACTICE,100 TOWNCENTER BLVD,TUSCALOOSA,AL,35406-1835,33.200644,-87.544983,71
04310945-d63c-3d00-b972-6ef707b17152,490bdb65-a11f-348d-bdd8-c27a5e3f2c5a,Agustín de Jesús,M,GENERAL PRACTICE,126 HOSPITAL AVE,OZARK,AL,36360-2018,31.511999999999997,-85.632747,28
faa994ff-54fd-3712-bfcc-0b2d17dd85a0,6c030b2f-25a6-392b-86a0-a1ae3602bd06,Erin Conn,M,GENERAL PRACTICE,2038 SPRINGDALE LN,TARRANT,AL,35217-2028,33.595267,-86.766253,62
057a9bdc-734d-38d8-8289-aa7b85dac0a1,b1fb655b-24b3-3c3a-9e97-73887272755b,Deeanna Nader,F,GENERAL PRACTICE,11123 CHANTILLY PKWY CT,PIKE ROAD,AL,36064-2880,32.241346,-86.115527,23
6f72a4d5-da4d-3436-8a23-fffeeb66ed2f,3f46100c-002d-3293-82c3-5303f68289e0,Lawerence Denesik,M,GENERAL PRACTICE,5643 SERMON RD B,THEODORE,AL,36582-3608,30.522431,-88.109718,60
e977eb5c-e07a-3dd0-8464-93f2fa6edb8b,f4bf745c-f77a-3094-829b-856807875e93,Jesus Kohler,M,GENERAL PRACTICE,10290 MAIN ST,OAKMAN,AL,35579-5845,33.666598,-87.361509,23
20077dcf-f900-37b2-97a7-e30161aa85a2,71fb0021-f710-3471-a6ea-9c47c6816958,Alison Morissette,F,GENERAL PRACTICE,21 RIDGE DR,MOUNTAIN BROOK,AL,35212-3633,33.491488000000004,-86.73447,79
6da17c78-b87d-3fac-8cf6-adeda786b086,f5202080-495b-3705-8a1f-b393f7c24e60,Mabel Heaney,F,GENERAL PRACTICE,2350 SCHILLINGER ROAD,MOBILE,AL,36695,30.6419737,-88.2249806,3
99d08472-2e1a-3f82-bf7d-67bec4274ec8,5bda09d8-ec34-3689-8e2b-5de71ee9219d,Edith Homenick,F,GENERAL PRACTICE,120 COLONIAL PROMENADE PARKWAY,ALABASTER,AL,35007,33.2301244,-86.8027757,6
0a5e8350-1101-39a8-9abb-e66a26611ea7,06f1e668-7844-3545-b8d7-94c3ab1830e2,Granville Weissnat,M,GENERAL PRACTICE,3909 MCFARLAND BOULEVARD,NORTHPORT,AL,35476,33.2383265,-87.597738,1
1280016c-7e54-36e9-bd3d-c901cf2c294f,db23aeb0-2c34-34b5-a2be-fb589f4d93c4,Elwanda Gerlach,F,GENERAL PRACTICE,1007 9TH AVENUE NORTH,BESSEMER,AL,35020,33.3969883,-86.968258,1
cdfc7172-8469-3bdb-9da5-24df4f97cfe5,3a001dcc-9664-3897-8728-906a945a5229,Dustin Morar,M,GENERAL PRACTICE,2500 4TH AVENUE SOUTH,BIRMINGHAM,AL,35233,33.5127445,-86.7947531,2
8aca6dbd-191b-37d3-9e8f-681de364a405,9904e623-79c7-3d52-af28-6fb539788911,Young Erdman,F,GENERAL PRACTICE,900 MONTLIMAR DRIVE,MOBILE,AL,36609,30.6727746,-88.1351089,2
f7b561b9-81ab-349a-a7ed-91aef70ffd78,d75d51ed-5df4-3a7c-9227-be6d783d9562,Davis Donnelly,M,GENERAL PRACTICE,5005 OSCAR BAXTER DRIVE,TUSCALOOSA,AL,35405,33.1662757,-87.5522884,1
70db070c-4aad-3c2b-9aa8-bad578d95df2,88d6dce4-8a8e-3d75-8dcb-76380653c792,Bradford Rutherford,M,GENERAL PRACTICE,2936 MARTI LANE,MONTGOMERY,AL,36116,32.3265806,-86.2544394,81
c3fe685c-94fe-3429-902a-582cc39272a7,a47b526b-f5c4-3eed-b6a7-361adcf4610d,Laquita Koelpin,F,GENERAL PRACTICE,101 PAYNE ROAD,GARDENDALE,AL,35071,33.6569661,-86.8108063,4
47087e44-0f3d-3d7a-a561-7b751afdf3cc,13f68b54-63e0-35bf-905c-bb3f0801bd7a,Will Olson,M,GENERAL PRACTICE,1652 MONTCLAIR ROAD,BIRMINGHAM,AL,35210,33.5265916,-86.7199111,5
a0b2eef4-7e9c-3e6a-beda-918f19ed4a39,f4a58dc2-4c99-3ead-bcdd-6d3a91cefcf2,Marry Walter,F,GENERAL PRACTICE,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,61.177549,-149.27435400000005,175
56238c45-e223-39fa-af8c-979b45bff6e4,6b57af4a-5757-31a8-9916-5744531df0ad,Leesa Yundt,F,GENERAL PRACTICE,3260 HOSPITAL DR,JUNEAU,AK,99801,58.643523,-134.28116699999998,35
82e67146-4dfb-386c-93d7-87f19e497b32,ae6310a6-86e5-387d-aa13-eb8ae4c11dff,Stevie Muller,F,GENERAL PRACTICE,1650 COWLES STREET,FAIRBANKS,AK,99701,64.83653100000001,-147.651745,29
f1524ec1-c852-3075-a3a0-005bf4f8b24b,194f938f-e57c-3dce-adac-a60788c1dad3,Lance Prohaska,M,GENERAL PRACTICE,2801 DEBARR ROAD,ANCHORAGE,AK,99508,61.177549,-149.27435400000005,416
139a79d9-99f6-36da-bdff-311c818fd62a,088f18aa-a8b9-36d3-a6f5-d3afe34f9f81,Madie Koelpin,F,GENERAL PRACTICE,7000 UULA ST,BARROW,AK,99723,71.25408399999998,-156.798949,30
6323e92b-342e-3f34-9bda-85ff123c679a,b12943a0-c7a3-3f5b-9b37-4779b6f21d05,Elias Murphy,M,GENERAL PRACTICE,290 N WILLOW ST,WASILLA,AK,99654-7042,61.57524,-149.45684,35
956dc72a-8d1a-30e1-a1b6-2b0109f63aef,96e8adfd-101f-3266-8dbb-f02010ae823c,Simon Langosh,M,GENERAL PRACTICE,3719 E MERIDIAN LOOP A,WASILLA,AK,99654-7273,61.57524,-149.45684,20
b21c7ed9-bfd8-3b01-a797-fac4b6d33c01,dfabcd42-4896-3364-98c1-baed58539fe4,Isaiah Stehr,M,GENERAL PRACTICE,8800 GLACIER HWY,JUNEAU,AK,99801-8080,58.3727,-134.17878100000001,30
38582a19-d8ce-3fc3-9e3c-a269c4b4a0c5,bbd3895d-96eb-34a5-93dd-60f217b3eb8b,Russel O'Conner,M,GENERAL PRACTICE,3505 E MERIDIAN PARK LOOP,WASILLA,AK,99654-7294,61.57524,-149.45684,8
d16939a8-5282-3d5c-b3f1-2c9c57058050,aea35c3d-06ac-371c-a0c9-7003595bb773,Hyo Smitham,F,GENERAL PRACTICE,950 E BOGARD RD,WASILLA,AK,99654-7185,61.57524,-149.45684,80
b98c9307-7458-3ce1-9600-c563a84f14ea,b237de3c-4182-3e74-8920-003fb422e47d,Jed Casper,M,GENERAL PRACTICE,213 E FIREWEED LN,ANCHORAGE,AK,99503-2045,61.177549,-149.27435400000002,48
a071545d-5e46-37d0-ab6c-a4e26d8b945e,caf9caa4-36a9-3cd8-b0d5-0e223b19fd08,Martin Collins,M,GENERAL PRACTICE,1275 SADLER WAY,FAIRBANKS,AK,99701-3175,64.83653100000001,-147.651745,28
a456ee0e-5080-3729-8dee-c4e818930aa9,21c82515-b750-397f-8343-1474b789a545,Kara Bogan,F,GENERAL PRACTICE,11940 BUSINESS BLVD,EAGLE RIVER,AK,99577-7742,61.177549,-149.27435400000005,78
c8165e3f-00f5-3745-8edf-d78df04be697,cf3a4069-2090-3898-8294-20cfe4beccd0,Daina Legros,F,GENERAL PRACTICE,69 1 PARKS HWY,WILLOW,AK,99688,61.812523,-149.85599399999998,74
328c5e32-243b-3aff-aac5-8965f75218f2,99229ab2-9b8d-37a9-8d5a-d5c89aa6c57b,Kiley Blanda,F,GENERAL PRACTICE,20935 EASTSIDE DR,CHUGIAK,AK,99567-6240,61.177549,-149.27435400000005,50
3308ddbc-209f-3d61-9320-a2624186f2a7,09ce9325-31dc-3ca8-a6a2-6ddb85206fb5,Emerson Purdy,M,GENERAL PRACTICE,110 MAIN ST,AMBLER,AK,99786-0110,67.100657,-157.847803,30
8f65093e-82e5-32b2-893d-58b7883ffca9,3d2a4aab-f499-38a3-b697-51e66f01b3b2,Grover Goldner,M,GENERAL PRACTICE,2211 EAST NORTHERN LIGHTS BOULEVARD,ANCHORAGE,AK,99508,61.1957811,-149.8402689,2
8d871466-4462-3ae2-beea-2e7856ea881f,1ddda443-98df-3a47-97ad-f2490f0e191d,Patricio Rincón,M,GENERAL PRACTICE,8505 OLD DAIRY ROAD,JUNEAU,AK,99801,58.3619599,-134.5728211,2
c47fc513-a60a-3a77-8e3f-46e288b2c90e,ae12ac39-2d25-3ae5-b99e-c15ebb1fcad3,Glenna Kuhn,F,GENERAL PRACTICE,9138 ARLON STREET,ANCHORAGE,AK,99507,61.1377952,-149.8369149,2
80dc3f9c-4b03-3227-bac5-a7f561329cf6,45e54f26-c598-3a17-8c65-96b976d73bd1,Wes Gutmann,M,GENERAL PRACTICE,5437 EAST NORTHERN LIGHTS BOULEVARD,ANCHORAGE,AK,99508,61.1961759,-149.7802836,1
d6de2b02-a083-3516-9a2d-33361fde9bb7,37024227-d42a-3324-bbd5-929e247d48dc,Henry Stokes,M,GENERAL PRACTICE,17101 SNOWMOBILE LANE,EAGLE RIVER,AK,99577,61.3403069,-149.5628688,6
07d1636b-d1ae-3a34-b759-6afbb3515281,b5650e6e-47bd-313e-81d9-10d25f1ccf51,Silas Prohaska,M,GENERAL PRACTICE,5301 EAST GRANT ROAD,TUCSON,AZ,85712,32.154289,-110.871062,12
408d501b-6e29-329e-9cd8-64928ffe9e6f,e2233def-254a-3b37-a123-10e6c394f627,Jesús Cadena,M,GENERAL PRACTICE,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,32.154289,-110.871062,10
4046af8b-5cb7-3d62-9aa6-dcbb1e1a8a84,11f698e4-bafb-3ead-8ba8-21456c2b37a3,Elton Kuhn,M,GENERAL PRACTICE,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,32.154289,-110.871062,8
82a2faf6-6051-310b-affb-4bab5669b3a9,7edb757e-5d39-344e-aa54-af13a9cd8d72,Clark Legros,M,GENERAL PRACTICE,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,35.264487,-114.009081,14
81ac4bbd-c7c9-30bc-9b7f-25b90308960f,a3bec305-283b-3d06-884a-065a95c731ca,Paulene Nikolaus,F,GENERAL PRACTICE,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,33.572162,-112.087966,112
88e902ad-3a0d-347a-bd73-c7c501f2d3ea,d9d3cd78-d796-30e0-a870-38e87e0dcd55,Lucas Romero,M,GENERAL PRACTICE,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,33.401926,-111.717379,132
51499d82-c312-3635-8a29-e9e7d14e5f53,899aed0b-0668-3f72-b191-cfa518c7d20e,Otis Bogisich,M,GENERAL PRACTICE,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755,32.422094,-110.976235,47
302981f0-8fd8-35d1-a1d5-f5dd8708e8d0,2450a562-770f-39d1-91d5-569dd2529b59,Irene Ruecker,F,GENERAL PRACTICE,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85296,33.310209,-111.742191,4
1a56431c-3939-3ff2-9c7c-d59f5ea8bd49,f4cc3c48-7664-3988-93af-5d278f5b8e95,Wes Konopelski,M,GENERAL PRACTICE,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,33.668727000000004,-111.823682,30
b3c3120d-3e8e-3fc3-be59-4d716a93b903,972836d7-cb2b-37b8-81d4-af429d5a15c3,Joan Becker,F,GENERAL PRACTICE,450 SOUTH OCOTILLO AVENUE,BENSON,AZ,85602,31.914497,-110.328552,93
55258a49-7e5c-3133-bb48-bd1ddc4071d7,f004bb34-404d-397e-9b1a-6481bb370de6,Beulah Doyle,F,GENERAL PRACTICE,7395 S. Houghton Road Ste 129,Tucson,AZ,85747,32.117203,-110.772675,29
63c72227-ed62-304a-bdc5-3d11fc60495c,e9f22476-6114-3445-904c-deba5adf3820,Billy Brekke,M,GENERAL PRACTICE,189 W APACHE TRL,APACHE JCT,AZ,85120-3493,33.401926,-111.717379,33
5de676a0-7322-399c-8622-8f5e888e4c80,0dc1b287-968c-3b8f-8ede-c1f3c4bd8a51,Johnathan Stroman,M,GENERAL PRACTICE,17450 S LA CANADA DR,SAHUARTIA,AZ,85629-9718,32.154289,-110.871062,21
2cad747d-697b-363b-9d78-f74682889b7f,11b30522-f7c9-3ead-9971-2baa4150cba1,Sammy Mohr,M,GENERAL PRACTICE,6610 N 47TH AVE,GLENDALE,AZ,85301-4163,33.533111,-112.189901,34
cc7b3859-af12-3688-a356-d9c6ce8d97dd,9deb48ff-39e9-37a3-8ac4-b544de1cb20c,Clara Jasso,F,GENERAL PRACTICE,8535 E HARTFORD DR,SCOTTSDALE,AZ,85255-5443,33.668727000000004,-111.823682,38
b59de502-7fef-332b-bfed-f437e738d0d9,c92d43a0-b53c-3467-bbf9-aff8e1bac57f,Daniel Kutch,M,GENERAL PRACTICE,5825 E CALLE GUADALUPE,GUADALUPE,AZ,85283-2664,33.366362,-111.963057,7
c4d2bdc6-ce85-3fa6-8fc2-938841c51345,aa30d7d8-1a0c-3bb8-967d-b4e5b780a440,Franklin Ondricka,M,GENERAL PRACTICE,101 CIVIC CTR LN,LAKE HAVASU CITY,AZ,86403-5607,34.769426,-113.87479499999999,37
40328c75-a902-3ad6-ab1d-8acf26ff33a1,9cc724e7-f64f-302d-8e40-f6d38ca87516,Kelley Blanda,M,GENERAL PRACTICE,3648 W ANTHEM WAY,ANTHEM,AZ,85086-7002,33.849663,-112.12313999999999,34
d3a060d0-0b7b-31f3-a72e-ea8118fc219d,4c372327-8fff-33f7-b58e-6587fb885d2c,Len Boyer,M,GENERAL PRACTICE,1701 E THOMAS RD,PHOENIX,AZ,85016-7646,33.516172999999995,-112.02731599999998,7
d2e7d80e-d8df-3c68-a72e-f179325916b8,ddbcfdec-33a6-37b0-8b88-3194b2fff148,Silas Hoppe,M,GENERAL PRACTICE,7885 N ORACLE RD,ORO VALLEY,AZ,85704-6348,32.422094,-110.976235,62
e2bea43b-a789-323b-92ab-bc6890b4a5ae,97af4e1c-4213-3dcb-9440-103af97f1483,Shanda Haley,F,GENERAL PRACTICE,5846 E MCKELLIPS RD,MESA,AZ,85215-2796,33.401926,-111.71737900000001,25
f97eb03c-e7e7-32b4-879a-1ebbb0b9ab7f,67a9595b-f532-3929-a2bf-9ac45e91229f,Velvet Bradtke,F,GENERAL PRACTICE,2510 E BROADWAY BLVD,TUSCON,AZ,85716-5304,32.154289,-110.871062,28
c30dd160-d4df-3050-ab81-301bb4a2970b,90fd26e9-b3a4-351b-9123-758683775c61,Cristobal Villegas,M,GENERAL PRACTICE,5410 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,33.6110904,-112.1759896,1
88ab8156-f516-3ba9-b3b7-d3f93d5803e7,81c05d26-bff4-3226-ac67-12cb731ce7b3,Sammy Homenick,M,GENERAL PRACTICE,2002 STOCKTON HILL ROAD,KINGMAN,AZ,86401,35.2055871,-114.0336695,1
d04d5c65-f0ac-3eeb-93ef-caefe9455247,26ba7212-f123-3373-9d5f-b913fc500377,Beulah Doyle,F,GENERAL PRACTICE,3648 WEST ANTHEM WAY,ANTHEM,AZ,85086,33.8667157,-112.1370365,1
5f82c03b-1545-3f13-8888-d2092b311ead,0e172ce3-cebf-3bfe-8135-3a60afb1f71e,Mafalda Rath,F,GENERAL PRACTICE,50 EAST CROYDON PARK ROAD,TUCSON,AZ,85705,32.290633,-110.9693778,3
a7bace83-e1bd-387c-8c57-d69be45dba17,dffdc55e-f2e2-378b-be8e-7db7143e89c0,Carleen Sanford,F,GENERAL PRACTICE,4600 SOUTH PARK AVENUE,TUCSON,AZ,85714,32.1679712,-110.9565965,1
f771ecaa-acbd-399e-9588-14c203083c8b,b49cc483-bb75-3818-b905-b1df797f66d8,Tera Schuster,F,GENERAL PRACTICE,6553 EAST BAYWOOD AVENUE,MESA,AZ,85206,33.4101459,-111.6884656,1
c1f928a8-7bb6-3c6c-bdcf-710464b6ddb3,ca6b1e09-48ff-3284-8b7a-c26a109e4ef5,Gayla Rohan,F,GENERAL PRACTICE,9767 NORTH 91ST STREET,SCOTTSDALE,AZ,85258,33.5742845,-111.8823673,2
23f63e46-1f59-3b8d-8a74-6b7951d0f659,dc1a3bcd-37ba-3b9d-9115-1ec6afb264e4,Rebeca Farías,F,GENERAL PRACTICE,9348 EAST RITA ROAD,TUCSON,AZ,85747,32.1136972,-110.7935771,39
cfed7b46-b832-31ee-bc43-058e810d3781,fc6f7616-d3a4-3247-8ca7-95b942ad4d09,Tonda Bernhard,F,GENERAL PRACTICE,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758,36.315975,-94.154618,126
b61ad605-a0d1-3333-bed0-de03021d3619,799b15d3-1a90-3c7a-a016-9b2c95800652,Tracey Walsh,M,GENERAL PRACTICE,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,36.334498,-92.384626,10
8af20c75-cbcb-33aa-a1d2-d1d1d65d06c6,57ac7b71-5590-3b11-a0e8-8747194ec67c,Lashawn Kuhn,F,GENERAL PRACTICE,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,36.055651,-90.514719,72
a9febcb4-4678-391a-b2ea-edc783dca953,999b5f08-dfe7-3f61-bbf7-e4c08384e20a,Heather Powlowski,F,GENERAL PRACTICE,778 SCOGIN DRIVE,MONTICELLO,AR,71655,33.624768,-91.793712,133
67129385-638a-30bf-a8ac-2e110add9144,5ca82d2d-a47f-3f61-816e-0603849812ea,Mamie Satterfield,F,GENERAL PRACTICE,7301 ROGERS AVE,FORT SMITH,AR,72917,35.349276,-94.370883,92
0e08a860-fab2-3568-976a-aa620185a6d7,fc1c2602-fb98-3bd3-9ed1-1f3cbf2413ed,Larita Mohr,F,GENERAL PRACTICE,1801 MARTIN LUTHER KING JR DRIVE,HELENA,AR,72342,34.533548,-90.62057,205
5a28a6c1-c9f5-334d-9967-8fe60353c14c,1a521e86-06bc-3660-9958-2bc3c063e6ed,Fritz Parisian,M,GENERAL PRACTICE,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120,34.845601,-92.202259,75
60f2e0b7-c85d-32c5-900a-54b1dff5f8d9,3d088bba-56bd-3c78-be66-7f28d5decb56,Clifford Moore,M,GENERAL PRACTICE,679 NORTH MAIN STREET,SALEM,AR,72576,34.630899,-92.561492,99
e02e5166-801b-3a6c-9ec2-ee8401a0e922,531e60b9-dd82-3367-9d00-ca178819bbc6,Toshia Ziemann,F,GENERAL PRACTICE,325 C N SEBASTIAN,WEST HELENA,AR,72390-2417,34.533548,-90.62057,76
4e640298-3027-3dde-bb8a-e25088cdc510,efee1fb5-ffff-3d8b-961f-18cc4c1c43cc,Wilton Powlowski,M,GENERAL PRACTICE,232 S MAIN ST,MONTICELLO,AR,71655-4730,33.624767999999996,-91.793712,39
868e2438-539d-360a-964f-a3ac1585fb07,c79b7bbd-7443-3148-9740-732c39c561de,Monika Sipes,F,GENERAL PRACTICE,2711 W KINGSHIGHWAY,PARAGOULD,AR,72450-2645,36.055651,-90.514719,31
09a4a807-9d51-3f3b-badd-e1c549d02e63,13fea92e-65a9-381b-9a65-3fa636c505ff,Karissa Brekke,F,GENERAL PRACTICE,920S HWY 45,BONANZA,AR,72916-3420,35.231875,-94.416197,32
81c6f87e-2b18-3262-855b-e1951e49ceff,c934ea18-5eb6-3814-a3b2-579f8f3e4a60,Denis Nolan,M,GENERAL PRACTICE,1101 S HORSEBARN RD,ROGERS,AR,72758-8237,36.315975,-94.154618,13
b76df749-5997-389b-9f6c-ef3e4fc60059,6300f1fb-b5b1-3bb4-91aa-81b5b56c232f,Lesha Champlin,F,GENERAL PRACTICE,675 HWY 62 E,MOUNTAIN HOME,AR,72653-3207,36.334497999999996,-92.384626,22
2f06393b-2aaf-35f7-a97e-9518da28d395,07d52cbf-fbef-39e9-b731-105a422b2a09,Elmo Bednar,M,GENERAL PRACTICE,105 N JACKSON ST,CABOT,AR,72023-3058,34.978711,-92.026214,27
80a27239-ab34-394d-b4b2-248a8a8071d8,64aa1c62-865e-38e1-9e96-3b87e30492f2,Gladis Lindgren,F,GENERAL PRACTICE,116 W MONROE AVE,LOWELL,AR,72745-9682,36.255855,-94.153356,36
516dcbbb-3998-3913-a253-57f21a5550f9,395f293b-ba7e-3608-93f9-f4d9e5884d82,Steven Gulgowski,F,GENERAL PRACTICE,3412 MARKET PLACE AVE,BRYANT,AR,72022-8054,34.617234,-92.48942199999999,27
9360cbbb-74cc-3baf-ad64-f72e3d014c88,0b5dcb6e-c67c-305f-84c9-ce12a5b6e733,Evelia Hansen,F,GENERAL PRACTICE,14 GOTHIC RIDGE RD,VAN BUREN,AR,72956-6565,35.446542,-94.35301,35
e73f9ef7-4037-3569-8f7b-9c4c7cb24dfd,c1107103-5db3-3447-ae6e-9ab3a804b85a,Rivka Hills,F,GENERAL PRACTICE,114 HARRISON AVENUE,LOWELL,AR,72745,36.2529365,-94.135319,2
f033fb0f-0c11-3322-9872-3fe1fe9545bf,bfc88f9d-fe59-33db-b31b-5f2174d348fc,Isobel Hermann,F,GENERAL PRACTICE,8600 SOUTH 36TH TERRACE,FORT SMITH,AR,72908,35.3028001,-94.3961011,1
3f9c5ff3-80f5-32a1-a099-14920271b8a4,38721c37-4c7f-34b6-813a-95a2dc85889e,Nicky Rosenbaum,M,GENERAL PRACTICE,3470 LANDERS ROAD,NORTH LITTLE ROCK,AR,72117,34.7857076,-92.2279639,2
6f7ea586-76d2-31e5-8663-043fe6490687,d1c2f8c1-c098-3080-aff2-3d8afe87e14e,Tracey Walsh,M,GENERAL PRACTICE,2521 ALMA HIGHWAY,VAN BUREN,AR,72956,35.4404112,-94.3316443,1
2f8e120c-c988-3d76-b39b-da8e68c1b1e7,0c6867b4-b8dc-3705-8579-b3c7b68e14af,Deadra Senger,F,GENERAL PRACTICE,10101 MABELVALE PLAZA DRIVE,LITTLE ROCK,AR,72209,34.6685362,-92.3792796,5
3a42d45c-f287-3bc5-81cb-a04d64170276,84a23af6-234a-3ea3-95df-b0e8851dfc30,Chae Littel,F,GENERAL PRACTICE,4700 WEST KINGS HIGHWAY,PARAGOULD,AR,72450,36.0607136,-90.5485121,2
